,Protein1,Protein2,Interacting
8396,P28519,P36130,0
8397,P28519,P11914,0
8398,P28519,P36046,0
8399,Q08932,P38077,0
8400,Q08932,P38885,0
8401,Q08932,P36010,0
8402,Q08932,Q05776,0
8403,P41896,P32266,0
8404,P41896,P40416,0
8405,P41896,P00045,0
8406,Q02336,Q03713,0
8407,Q02336,P38927,0
8408,Q02336,P15424,0
8409,Q02336,Q06892,0
8410,Q02336,Q03020,0
8411,P38826,Q07540,0
8412,Q03330,P09624,0
8413,Q03330,P53507,0
8414,Q03330,P53721,0
8415,P49960,P38885,0
8416,P49960,P10507,0
8417,Q01159,P53721,0
8418,Q01159,Q08952,0
8419,Q03338,Q06324,0
8420,Q03338,P07255,0
8421,Q03338,P00410,0
8422,Q03338,Q12165,0
8423,P50874,P32897,0
8424,P50874,P13433,0
8425,P49704,P87108,0
8426,P27705,Q12349,0
8427,P32566,Q01574,0
8428,P32566,Q07807,0
8429,P39009,P28737,0
8430,P39009,P35731,0
8431,P39009,P38825,0
8432,P39009,P21954,0
8433,P39009,P32445,0
8434,P47074,Q06892,0
8435,P53040,Q08742,0
8436,P53040,P07236,0
8437,P53040,Q06324,0
8438,P38207,Q03020,0
8439,P38207,P38825,0
8440,P32505,P49017,0
8441,P32505,Q12339,0
8442,P32505,Q08749,0
8443,P32505,Q12208,0
8444,P54791,P36010,0
8445,P54791,P49334,0
8446,P54791,P08417,0
8447,P19736,P00175,0
8448,P19736,Q01926,0
8449,P38262,P36130,0
8450,P38262,P38077,0
8451,O13297,P04819,0
8452,O13297,P00854,0
8453,O13297,Q04311,0
8454,O13297,P16603,0
8455,P53628,Q06405,0
8456,P53628,P34227,0
8457,P53628,P36775,0
8458,P46678,P04039,0
8459,P46678,P53220,0
8460,P46678,P53615,0
8461,P29056,P17106,0
8462,P29056,Q92328,0
8463,P29056,Q12184,0
8464,Q12495,P27692,0
8465,Q12495,Q00539,0
8466,P54790,Q06892,0
8467,P54790,P07271,0
8468,P32833,P07251,0
8469,P32833,P13433,0
8470,P32833,P40185,0
8471,P22336,P36010,0
8472,P22336,P40513,0
8473,P22336,P12689,0
8474,P39682,P00431,0
8475,P39682,P30902,0
8476,P52488,Q08162,0
8477,P52488,P32830,0
8478,P32776,P01097,0
8479,P32776,Q03020,0
8480,P13574,P21954,0
8481,P13574,P21954,0
8482,P38121,Q07807,0
8483,P38121,P87108,0
8484,P38121,Q03713,0
8485,P38121,P46655,0
8486,P38121,P07257,0
8487,P53973,P57744,0
8488,P53973,P87108,0
8489,P53973,P34227,0
8490,P41895,P40513,0
8491,P41895,P00045,0
8492,P41895,P01097,0
8493,P06839,P36010,0
8494,P06839,Q08162,0
8495,P32591,P38169,0
8496,P32591,Q12328,0
8497,P32591,P47039,0
8498,P32591,P23644,0
8499,P39678,P36146,0
8500,P39678,P38077,0
8501,Q00578,P07884,0
8502,Q00578,Q01519,0
8503,Q00578,P36775,0
8504,Q00578,P50861,0
8505,Q00578,P33421,0
8506,P29469,Q07807,0
8507,P29469,P32897,0
8508,P29469,Q08952,0
8509,P04386,P53615,0
8510,P08638,Q12305,0
8511,P08638,P38169,0
8512,P19735,P07170,0
8513,P19735,P53615,0
8514,P07272,P32266,0
8515,P07272,P34111,0
8516,P07272,Q01532,0
8517,P54784,P38927,0
8518,P54784,P81450,0
8519,Q01454,P07143,0
8520,Q01454,Q01574,0
8521,P24279,Q07914,0
8522,P24279,P00127,0
8523,P24279,P07236,0
8524,P06701,Q01926,0
8525,P06701,P04039,0
8526,P06701,Q08742,0
8527,P06701,P07143,0
8528,P25502,Q12165,0
8529,P25502,Q12349,0
8530,P36048,P36056,0
8531,P36048,P81450,0
8532,P36048,Q06405,0
8533,P41695,P21306,0
8534,P41695,P16603,0
8535,P07276,P50861,0
8536,P07276,Q00539,0
8537,P39104,P07271,0
8538,P39104,Q07914,0
8539,P47047,Q12349,0
8540,P47047,P07251,0
8541,P47047,Q08742,0
8542,P24384,P14284,0
8543,P12954,P34111,0
8544,P12954,P23644,0
8545,P12954,Q12305,0
8546,P12954,Q04311,0
8547,P12954,Q07914,0
8548,P12954,Q01574,0
8549,P08518,P09457,0
8550,P08518,P00445,0
8551,P08518,P53260,0
8552,P14737,P30902,0
8553,P14737,P00830,0
8554,P07248,P09624,0
8555,P07248,P36010,0
8556,P07248,P34111,0
8557,P35177,P47045,0
8558,P35177,P40515,0
8559,P35177,Q02776,0
8560,P11978,Q08001,0
8561,P11978,P07884,0
8562,P11978,P50861,0
8563,P11978,P00424,0
8564,P11978,Q01574,0
8565,P23255,P53507,0
8566,P06786,P21306,0
8567,P06786,Q03020,0
8568,P13382,P00447,0
8569,P13382,Q01532,0
8570,P13382,P15424,0
8571,P13382,Q07914,0
8572,P22579,P53220,0
8573,P22579,P04819,0
8574,P22579,Q06405,0
8575,P22082,Q04311,0
8576,P22082,P28241,0
8577,P22082,P81450,0
8578,P04050,Q07914,0
8579,P04050,P00427,0
8580,P04050,P28241,0
8581,P04050,P07236,0
8582,P21951,Q01926,0
8583,P21951,Q12287,0
8584,P21951,P00424,0
8585,Q6WNK7,P21954,0
8586,Q6WNK7,P32897,0
8587,Q6WNK7,P16603,0
8588,Q6WNK7,P28737,0
8589,P38996,Q08162,0
8590,P38996,P38169,0
8591,P38996,Q92328,0
8592,P38996,P32266,0
8593,P38351,P04819,0
8594,P38351,P49334,0
8595,Q06697,Q01574,0
8596,Q06697,P00431,0
8597,Q06697,Q12339,0
8598,P53064,P34227,0
8599,Q12464,P07257,0
8600,Q12464,Q12208,0
8601,Q12464,P00410,0
8602,Q12464,P12689,0
8603,Q12464,P07236,0
8604,P89105,P10507,0
8605,P89105,P46655,0
8606,P04786,P57744,0
8607,P04786,P16622,0
8608,P04786,P07256,0
8609,Q00684,P05626,0
8610,P46963,Q08230,0
8611,P46963,P40515,0
8612,P46963,P38885,0
8613,P46963,P07257,0
8614,Q03957,P00447,0
8615,Q03957,P07342,0
8616,Q03957,P57744,0
8617,P25651,Q12328,0
8618,P25651,Q12287,0
8619,P25651,Q08749,0
8620,P25651,P32266,0
8621,Q04087,P47045,0
8622,Q04087,P00854,0
8623,P39990,P38169,0
8624,P39990,Q92328,0
8625,P39990,Q01574,0
8626,P35178,P28737,0
8627,P35178,P00447,0
8628,P35178,P53260,0
8629,P35178,P36010,0
8630,P35178,P53260,0
8631,Q08096,Q01852,0
8632,Q08096,P00420,0
8633,Q08096,P07884,0
8634,P29496,Q06677,0
8635,P29496,P47133,0
8636,P38111,Q03630,0
8637,P38111,P16603,0
8638,P38111,P41543,0
8639,P38111,P20606,0
8640,P38111,P38272,0
8641,P15938,P39107,0
8642,P15938,P32368,0
8643,P15938,P41806,0
8644,P15938,P40075,0
8645,P40090,Q04651,0
8646,Q04002,P40318,0
8647,Q04002,P25385,0
8648,Q04002,P20606,0
8649,Q12208,P33775,0
8650,Q12208,P40482,0
8651,Q12208,P53192,0
8652,Q12208,Q02795,0
8653,Q12208,Q12284,0
8654,P36146,P39007,0
8655,P36146,P38334,0
8656,P36146,P53192,0
8657,P36146,Q03630,0
8658,P36146,Q99325,0
8659,P12689,P39986,0
8660,P12689,P53192,0
8661,P12689,P40056,0
8662,P34111,Q92316,0
8663,P40051,P22804,0
8664,P40051,P31382,0
8665,P40051,P25385,0
8666,P34078,P40482,0
8667,P34078,P33767,0
8668,P34078,Q03630,0
8669,P19880,Q99394,0
8670,P19880,Q04311,0
8671,P19880,Q03944,0
8672,P25298,Q12404,0
8673,P25298,Q05787,0
8674,P25298,Q12404,0
8675,P25298,Q08001,0
8676,P25298,Q92316,0
8677,P43563,P32368,0
8678,P43563,P38334,0
8679,P43563,P33755,0
8680,P43563,P40107,0
8681,P43563,P33767,0
8682,Q99257,Q02795,0
8683,P20433,Q12025,0
8684,P34087,P32906,0
8685,P34087,P48439,0
8686,P34087,P36039,0
8687,P34087,Q12404,0
8688,P34087,Q08109,0
8689,P47017,P38307,0
8690,P47017,P35179,0
8691,P47017,P17967,0
8692,P47017,P11655,0
8693,P47017,Q08444,0
8694,P38989,P20606,0
8695,P38989,P22804,0
8696,P38989,Q06677,0
8697,Q12267,P15303,0
8698,Q12267,Q03714,0
8699,Q12098,P33775,0
8700,Q12098,Q99394,0
8701,Q12098,P25385,0
8702,P09959,P38272,0
8703,Q08920,P40056,0
8704,Q08920,P16474,0
8705,P32526,P25694,0
8706,P32526,P25574,0
8707,P32526,P31382,0
8708,Q12386,P53008,0
8709,Q12386,Q08109,0
8710,Q12386,P53073,0
8711,Q12386,Q08199,0
8712,P38198,Q03630,0
8713,P38198,P15303,0
8714,P53267,Q12431,0
8715,P53267,P33891,0
8716,P53267,Q99394,0
8717,P32380,Q03944,0
8718,P32380,Q12025,0
8719,P32380,P32361,0
8720,P38863,P32341,0
8721,P38863,P53192,0
8722,P38863,P20606,0
8723,P38863,P39107,0
8724,P38863,Q04491,0
8725,P38203,Q02795,0
8726,P38203,Q12745,0
8727,P38203,Q03944,0
8728,P38203,P17967,0
8729,P20050,P39107,0
8730,P20050,P53847,0
8731,P20050,P41806,0
8732,P38859,Q08444,0
8733,P38859,P17967,0
8734,P31380,P40318,0
8735,P31380,P52871,0
8736,P31380,P36149,0
8737,P53061,Q04491,0
8738,P53061,Q08199,0
8739,P53061,P14906,0
8740,P53061,P36039,0
8741,P32558,P25694,0
8742,P32908,P32341,0
8743,P32908,P53073,0
8744,P32908,P33767,0
8745,P32908,P38353,0
8746,P47037,Q12745,0
8747,P02309,P39986,0
8748,P02309,Q03630,0
8749,P02309,P38334,0
8750,P40161,P40107,0
8751,P40161,P39986,0
8752,P09119,Q08001,0
8753,P09119,P53008,0
8754,P09119,Q06681,0
8755,P09119,Q08199,0
8756,P09119,Q12431,0
8757,Q12749,P11655,0
8758,Q12749,P40107,0
8759,P29539,Q03944,0
8760,P29539,Q03337,0
8761,P29539,P16474,0
8762,P21691,P40075,0
8763,P21691,P38307,0
8764,P35203,Q03630,0
8765,P35203,P32915,0
8766,P35203,Q03103,0
8767,P35203,P40318,0
8768,P35201,P32916,0
8769,P35201,P22804,0
8770,P35201,P21825,0
8771,P35201,P31382,0
8772,P35201,Q03784,0
8773,P35201,P53192,0
8774,P40568,P53008,0
8775,P16522,Q08001,0
8776,P16522,Q12063,0
8777,Q12262,P38334,0
8778,Q12262,P40540,0
8779,P47167,P38968,0
8780,P47167,P32916,0
8781,P38265,Q92328,0
8782,P38265,Q12745,0
8783,Q06675,P33755,0
8784,Q06675,Q08444,0
8785,Q06675,P36057,0
8786,Q02732,P14906,0
8787,Q02732,P36149,0
8788,P33895,P22804,0
8789,P33895,P33767,0
8790,P40460,Q99325,0
8791,P40460,P39986,0
8792,P40460,P32916,0
8793,P40460,P40075,0
8794,P40460,Q03944,0
8795,Q12748,P33755,0
8796,Q12748,Q02795,0
8797,Q12748,Q05787,0
8798,Q12748,P21825,0
8799,P46995,P53073,0
8800,P46995,Q06677,0
8801,P46995,P46964,0
8802,P32790,P36039,0
8803,P32790,Q12745,0
8804,P32790,P33755,0
8805,P32790,P31382,0
8806,P32790,P32341,0
8807,P54999,P25385,0
8808,P54999,Q99325,0
8809,P54999,P16603,0
8810,P54999,P53860,0
8811,P40089,Q12284,0
8812,P40089,Q05787,0
8813,Q06217,Q12154,0
8814,Q06217,Q12284,0
8815,P40567,Q04311,0
8816,P40567,P11655,0
8817,P40567,P31382,0
8818,P40567,P32341,0
8819,P38902,P32916,0
8820,P38902,Q12745,0
8821,P38902,P25694,0
8822,P38902,P36149,0
8823,P26755,P53847,0
8824,P26755,P32906,0
8825,P26755,Q06677,0
8826,Q06819,Q08444,0
8827,Q06819,P52871,0
8828,Q02260,P33767,0
8829,Q02260,P41543,0
8830,P38210,P25574,0
8831,P38210,P32361,0
8832,P38210,Q12025,0
8833,P38210,P47133,0
8834,P34232,P33775,0
8835,P34232,P40056,0
8836,P40018,P33775,0
8837,P40018,P39986,0
8838,Q12030,P53008,0
8839,Q12030,Q12745,0
8840,Q12030,Q99394,0
8841,P35718,Q99394,0
8842,P35718,P17967,0
8843,P35718,P38307,0
8844,P35718,P38968,0
8845,P35718,P25694,0
8846,P20434,P25385,0
8847,P20434,P25574,0
8848,P20434,Q06677,0
8849,P20434,Q03944,0
8850,P20434,P17967,0
8851,Q12159,P41806,0
8852,Q12159,P25386,0
8853,Q12159,P41543,0
8854,Q12159,P41806,0
8855,Q12159,P33767,0
8856,Q12159,P39543,0
8857,Q12159,P40540,0
8858,P13393,Q12154,0
8859,P13393,P52871,0
8860,P13393,P22804,0
8861,P13393,P47133,0
8862,P35189,P36057,0
8863,P35189,Q03337,0
8864,P33411,P48415,0
8865,P33411,P36057,0
8866,P17890,P40056,0
8867,P17890,Q92328,0
8868,P15873,P38334,0
8869,P15873,Q12063,0
8870,P15873,P39007,0
8871,P15873,P40540,0
8872,P26754,P25385,0
8873,P26754,P33891,0
8874,P26754,P53008,0
8875,P32524,P33775,0
8876,P03069,Q12284,0
8877,P03069,P40318,0
8878,P03069,P11655,0
8879,P03069,Q12284,0
8880,P11746,P21825,0
8881,P11746,Q02795,0
8882,P11746,P53008,0
8883,P25299,P32341,0
8884,P25299,P25386,0
8885,P25299,P32341,0
8886,P10962,Q04651,0
8887,P07273,Q08215,0
8888,P07273,P16603,0
8889,P07273,P21825,0
8890,P07273,P39107,0
8891,P32910,P14906,0
8892,P32910,Q99325,0
8893,P32910,Q12025,0
8894,P32910,P36149,0
8895,P16370,Q12404,0
8896,P16370,Q03630,0
8897,P16370,P11655,0
8898,P18888,Q08215,0
8899,P18888,P39543,0
8900,P18888,P17967,0
8901,P18888,P33754,0
8902,P29055,Q03630,0
8903,P29055,Q02795,0
8904,P29055,P43555,0
8905,P28519,P47133,0
8906,P28519,P43555,0
8907,P28519,P40075,0
8908,P28519,P33891,0
8909,Q08932,Q06677,0
8910,Q08932,P15303,0
8911,Q08932,P33755,0
8912,P41896,P38353,0
8913,Q02336,Q12431,0
8914,Q02336,Q04491,0
8915,Q03330,Q04491,0
8916,Q03330,P33767,0
8917,Q03330,P40318,0
8918,Q03330,P35179,0
8919,Q03330,P40482,0
8920,P49960,P39007,0
8921,Q01159,P17967,0
8922,Q03338,P40318,0
8923,Q03338,Q03337,0
8924,Q03338,P20606,0
8925,P50874,P33754,0
8926,P50874,P32368,0
8927,P50874,Q06681,0
8928,P50874,Q04311,0
8929,P49704,P46964,0
8930,P27705,P53008,0
8931,P32566,Q03714,0
8932,P32566,P48439,0
8933,P32566,Q08444,0
8934,P39009,P36039,0
8935,P39009,P20606,0
8936,P39009,P53860,0
8937,P47074,Q12431,0
8938,P47074,P39986,0
8939,P47074,Q92316,0
8940,P47074,P21825,0
8941,P47074,Q12025,0
8942,P47074,P33767,0
8943,P53040,Q12063,0
8944,P53040,P46964,0
8945,P53040,P33754,0
8946,P53040,Q03784,0
8947,P38207,Q99325,0
8948,P38207,P53847,0
8949,P38207,P38272,0
8950,P38207,P17967,0
8951,P38207,P47133,0
8952,P32505,Q06681,0
8953,P32505,Q03714,0
8954,P54791,P17967,0
8955,P54791,Q08199,0
8956,P54791,P16603,0
8957,P54791,P32906,0
8958,P19736,Q08199,0
8959,P19736,Q04311,0
8960,P19736,Q03103,0
8961,P19736,P43555,0
8962,P38262,P25386,0
8963,P38262,P16603,0
8964,P38262,P38272,0
8965,O13297,P32916,0
8966,O13297,Q12025,0
8967,O13297,Q92328,0
8968,P53628,Q03630,0
8969,P53628,P40482,0
8970,P53628,P16603,0
8971,P46678,Q03723,0
8972,P46678,Q03103,0
8973,P46678,Q03337,0
8974,Q12495,P32361,0
8975,P54790,P33767,0
8976,P54790,Q12431,0
8977,P54790,Q03784,0
8978,P32833,Q03784,0
8979,P32833,P53192,0
8980,P32833,P47133,0
8981,P32833,Q12154,0
8982,P22336,Q12404,0
8983,P22336,P25386,0
8984,P22336,P15303,0
8985,P39682,P38353,0
8986,P39682,Q03337,0
8987,P39682,P31382,0
8988,P52488,P17967,0
8989,P52488,Q04651,0
8990,P52488,P53847,0
8991,P52488,P16474,0
8992,P32776,Q08001,0
8993,P32776,P46964,0
8994,P32776,P53860,0
8995,P32776,P38334,0
8996,P32776,Q03103,0
8997,P13574,P38353,0
8998,P13574,P32341,0
8999,P13574,P40540,0
9000,P38121,P38353,0
9001,P38121,Q03630,0
9002,P38121,Q92328,0
9003,P53973,P47133,0
9004,P53973,P32361,0
9005,P53973,P21825,0
9006,P53973,P16474,0
9007,P06839,Q03337,0
9008,P06839,P40540,0
9009,P06839,P53847,0
9010,P32591,P46964,0
9011,P32591,Q08215,0
9012,P32591,Q92316,0
9013,P32591,Q04311,0
9014,P39678,P38334,0
9015,P39678,P21825,0
9016,Q00578,P38428,0
9017,Q00578,Q92316,0
9018,Q00578,Q03337,0
9019,P29469,P25574,0
9020,P29469,Q92328,0
9021,P29469,P39107,0
9022,P29469,Q99394,0
9023,P04386,P40107,0
9024,P04386,Q12154,0
9025,P04386,Q03944,0
9026,P04386,P53847,0
9027,P08638,Q06681,0
9028,P08638,P40540,0
9029,P19735,Q12284,0
9030,P19735,P15303,0
9031,P19735,P40056,0
9032,P19735,P32916,0
9033,P07272,P11655,0
9034,P54784,P36149,0
9035,P54784,P40075,0
9036,P54784,Q12431,0
9037,P54784,P53073,0
9038,Q01454,P40056,0
9039,P24279,P32368,0
9040,P06701,Q03723,0
9041,P06701,P20606,0
9042,P25502,P53847,0
9043,P36048,P43555,0
9044,P36048,Q03714,0
9045,P36048,P32906,0
9046,P36048,P40107,0
9047,P36048,P33754,0
9048,P41695,P32916,0
9049,P41695,P53178,0
9050,P41695,Q03337,0
9051,P07276,P39543,0
9052,P39104,Q04311,0
9053,P39104,P39007,0
9054,P47047,P40075,0
9055,P47047,P47133,0
9056,P47047,P33775,0
9057,P47047,P53847,0
9058,P24384,P33755,0
9059,P12954,Q08109,0
9060,P12954,Q02795,0
9061,P12954,P53008,0
9062,P12954,Q03337,0
9063,P08518,P39543,0
9064,P14737,P40075,0
9065,P14737,P40075,0
9066,P07248,P38334,0
9067,P07248,P17967,0
9068,P35177,P38428,0
9069,P35177,P35179,0
9070,P11978,Q99325,0
9071,P11978,Q03630,0
9072,P11978,P46964,0
9073,P11978,P17967,0
9074,P11978,P33754,0
9075,P23255,Q04491,0
9076,P23255,P22804,0
9077,P23255,P32341,0
9078,P23255,Q12284,0
9079,P06786,P40540,0
9080,P06786,P53008,0
9081,P13382,P36057,0
9082,P13382,Q03714,0
9083,P13382,P25385,0
9084,P13382,Q03714,0
9085,P13382,P38968,0
9086,P22579,P53860,0
9087,P22579,P41806,0
9088,P22579,P53192,0
9089,P22579,P39107,0
9090,P22082,P36149,0
9091,P22082,P32916,0
9092,P04050,Q02795,0
9093,P04050,P39007,0
9094,P04050,P40482,0
9095,P04050,P40107,0
9096,P04050,P38968,0
9097,P21951,P20606,0
9098,P21951,P38272,0
9099,Q6WNK7,Q04311,0
9100,Q6WNK7,P39007,0
9101,Q6WNK7,P11655,0
9102,Q6WNK7,P41543,0
9103,Q6WNK7,P41806,0
9104,Q6WNK7,Q03723,0
9105,P38996,P40318,0
9106,P38996,P32915,0
9107,P38996,P53073,0
9108,P38351,Q08109,0
9109,P38351,Q99394,0
9110,P38351,Q03723,0
9111,P38351,P17967,0
9112,Q06697,P31382,0
9113,Q06697,P47133,0
9114,Q06697,Q03337,0
9115,Q06697,Q12284,0
9116,Q12464,P48439,0
9117,P89105,Q03723,0
9118,P89105,P40540,0
9119,P89105,P39107,0
9120,P89105,Q08109,0
9121,P89105,P38272,0
9122,P04786,P33767,0
9123,P04786,Q12063,0
9124,P04786,Q12431,0
9125,P04786,Q06681,0
9126,P04786,Q92328,0
9127,Q00684,P48439,0
9128,Q00684,Q12063,0
9129,P29496,Q05919,0
9130,P29496,P13134,0
9131,P29496,P43621,0
9132,P29496,P53622,0
9133,P29496,P39524,0
9134,P29496,Q12154,0
9135,P38111,P38995,0
9136,P38111,P15303,0
9137,P38111,P40482,0
9138,P15938,P25385,0
9139,P15938,P47160,0
9140,P15938,P36116,0
9141,P15938,P11076,0
9142,P15938,P53271,0
9143,P15938,P11075,0
9144,P40090,P39107,0
9145,P40090,P15303,0
9146,P40090,P38334,0
9147,P40090,Q04338,0
9148,Q04002,P11076,0
9149,Q04002,P39524,0
9150,Q04002,P37296,0
9151,Q04002,P46682,0
9152,Q12208,P53192,0
9153,Q12208,P40509,0
9154,Q12208,P40056,0
9155,Q12208,P22219,0
9156,Q12208,Q03784,0
9157,P36146,P25386,0
9158,P36146,P22543,0
9159,P36146,P32893,0
9160,P36146,P32913,0
9161,P36146,Q03660,0
9162,P36146,P25386,0
9163,P36146,P47160,0
9164,P36146,Q06385,0
9165,P12689,Q03337,0
9166,P12689,P53271,0
9167,P12689,P47160,0
9168,P12689,P39524,0
9169,P12689,P25386,0
9170,P12689,P39107,0
9171,P34111,Q08951,0
9172,P34111,Q03660,0
9173,P34111,P38153,0
9174,P34111,P22803,0
9175,P34111,P31109,0
9176,P40051,P47064,0
9177,P40051,P38555,0
9178,P40051,P43555,0
9179,P34078,P47160,0
9180,P34078,P38682,0
9181,P34078,P22804,0
9182,P19880,Q01590,0
9183,P19880,Q08484,0
9184,P19880,P35197,0
9185,P19880,Q08951,0
9186,P19880,Q12114,0
9187,P25298,P47061,0
9188,P25298,P47061,0
9189,P25298,P38555,0
9190,P43563,P39524,0
9191,P43563,Q01590,0
9192,P43563,P35845,0
9193,Q99257,P40107,0
9194,Q99257,P38555,0
9195,Q99257,P40482,0
9196,Q99257,P35197,0
9197,Q99257,P38153,0
9198,Q99257,Q02804,0
9199,P20433,P11075,0
9200,P20433,P32913,0
9201,P20433,Q08484,0
9202,P34087,P24280,0
9203,P34087,Q05919,0
9204,P34087,P39107,0
9205,P47017,P53192,0
9206,P47017,P47160,0
9207,P47017,Q04183,0
9208,P47017,P46682,0
9209,P38989,Q04651,0
9210,P38989,P32913,0
9211,P38989,P40509,0
9212,P38989,Q03784,0
9213,Q12267,P32893,0
9214,Q12267,P38995,0
9215,Q12267,P38334,0
9216,Q12267,P38995,0
9217,Q12267,Q99394,0
9218,Q12267,Q03630,0
9219,Q12267,P43555,0
9220,Q12098,P39524,0
9221,Q12098,P37296,0
9222,Q12098,P47160,0
9223,Q12098,P38682,0
9224,Q12098,P38682,0
9225,Q12098,P32613,0
9226,P09959,P40509,0
9227,Q08920,P43621,0
9228,Q08920,P22804,0
9229,P32526,P38182,0
9230,P32526,Q03337,0
9231,Q12386,P40107,0
9232,Q12386,P32913,0
9233,Q12386,Q03630,0
9234,P38198,P41811,0
9235,P38198,Q03337,0
9236,P38198,P41318,0
9237,P53267,P40056,0
9238,P53267,P36149,0
9239,P53267,P38555,0
9240,P53267,P36116,0
9241,P53267,P53622,0
9242,P32380,Q02804,0
9243,P32380,P22803,0
9244,P38863,Q99394,0
9245,P38863,P35844,0
9246,P38863,P25385,0
9247,P53540,P47061,0
9248,P53540,Q04651,0
9249,P53540,P40107,0
9250,P53540,P38334,0
9251,P53540,P35844,0
9252,P38203,P32913,0
9253,P38203,Q03322,0
9254,P38203,P36149,0
9255,P38203,P38995,0
9256,P20050,P38555,0
9257,P20050,P11076,0
9258,P20050,P38682,0
9259,P20050,P17065,0
9260,P20050,Q08484,0
9261,P20050,P38555,0
9262,P20050,Q04338,0
9263,P38859,P41811,0
9264,P38859,Q06385,0
9265,P38859,Q08484,0
9266,P38859,P35845,0
9267,P38859,Q03630,0
9268,P31380,P40955,0
9269,P31380,P31109,0
9270,P31380,P38817,0
9271,P31380,P40107,0
9272,P31380,P24280,0
9273,P53061,Q05919,0
9274,P53061,P25385,0
9275,P53061,P20606,0
9276,P53061,P38153,0
9277,P53061,P53622,0
9278,P32558,Q99394,0
9279,P32558,P17065,0
9280,P32558,Q08951,0
9281,P32558,P25385,0
9282,P32908,Q08484,0
9283,P32908,Q03630,0
9284,P32908,P40107,0
9285,P32908,Q04338,0
9286,P47037,Q04651,0
9287,P47037,P38153,0
9288,P47037,P38334,0
9289,P47037,P41806,0
9290,P47037,P38555,0
9291,P02309,P47160,0
9292,P02309,Q99394,0
9293,P02309,Q04183,0
9294,P02309,P40955,0
9295,P02293,P38334,0
9296,P02293,Q03784,0
9297,P02293,P37296,0
9298,P02293,P38182,0
9299,P02293,Q08951,0
9300,P02293,P32913,0
9301,P02293,P24280,0
9302,P40161,Q12114,0
9303,P40161,Q03337,0
9304,P40161,P36116,0
9305,P40161,P38153,0
9306,P40161,Q08951,0
9307,P40161,Q03337,0
9308,P09119,Q03630,0
9309,P09119,P25385,0
9310,P09119,P38555,0
9311,P09119,P38334,0
9312,P09119,P38817,0
9313,Q12749,P43621,0
9314,Q12749,P43555,0
9315,Q12749,P40509,0
9316,Q12749,Q03337,0
9317,Q12749,P53192,0
9318,P29539,P20606,0
9319,P21691,P38995,0
9320,P21691,Q03660,0
9321,P21691,P32913,0
9322,P35203,P32613,0
9323,P35203,P47160,0
9324,P35203,P46682,0
9325,P35203,P53622,0
9326,P35203,P11655,0
9327,P35201,P40509,0
9328,P35201,P41811,0
9329,P35201,P22804,0
9330,P35201,P36116,0
9331,P36012,P40527,0
9332,P36012,P41318,0
9333,P40568,P25385,0
9334,P40568,P40107,0
9335,P40568,P17065,0
9336,P40568,P47064,0
9337,P40568,P47061,0
9338,P40568,P47064,0
9339,P16522,P39524,0
9340,P16522,Q08951,0
9341,P16522,Q04651,0
9342,P16522,P25385,0
9343,P16522,P53192,0
9344,Q12262,P15303,0
9345,Q12262,P38182,0
9346,Q12262,P22803,0
9347,P47167,P47160,0
9348,P47167,P38555,0
9349,P47167,P37296,0
9350,P47167,P15303,0
9351,P38265,P41811,0
9352,P38265,Q12154,0
9353,Q06675,Q04338,0
9354,Q06675,P43621,0
9355,Q06675,P39524,0
9356,Q06675,P47064,0
9357,Q06675,P53192,0
9358,Q02732,P32600,0
9359,Q02732,P11655,0
9360,Q02732,Q03630,0
9361,P33895,P11075,0
9362,P33895,Q04651,0
9363,P33895,P32600,0
9364,P33895,P11076,0
9365,P33895,P43621,0
9366,P40460,P40955,0
9367,P40460,P40527,0
9368,P40460,Q02804,0
9369,Q12748,P36116,0
9370,Q12748,P38182,0
9371,Q12748,P38334,0
9372,Q12748,P36116,0
9373,Q12748,P38182,0
9374,P46995,P40527,0
9375,P46995,P25385,0
9376,P46995,P53271,0
9377,P32790,P40955,0
9378,P32790,P40955,0
9379,P32790,P22804,0
9380,P32790,P32893,0
9381,P54999,P22804,0
9382,P54999,Q04651,0
9383,P54999,P38334,0
9384,P54999,P40955,0
9385,P54999,P24280,0
9386,P40089,Q99394,0
9387,P40089,P38817,0
9388,P40089,P43555,0
9389,P40089,P24280,0
9390,P40089,Q03784,0
9391,Q06217,P40955,0
9392,Q06217,P31109,0
9393,Q06217,P13134,0
9394,Q06217,P11076,0
9395,Q06217,Q06385,0
9396,Q06217,P53271,0
9397,P40567,P38153,0
9398,P40567,P41318,0
9399,P40567,P35197,0
9400,P40567,P25386,0
9401,P38902,P11075,0
9402,P38902,P53622,0
9403,P38902,P32893,0
9404,P38902,Q04410,0
9405,P38902,P40527,0
9406,P26755,Q04338,0
9407,P26755,P22804,0
9408,P26755,P53271,0
9409,P26755,Q01590,0
9410,P26755,P41806,0
9411,P26755,P41318,0
9412,Q06819,P38334,0
9413,Q06819,Q03660,0
9414,Q06819,P43621,0
9415,Q06819,P47064,0
9416,Q06819,P17065,0
9417,Q02260,P40482,0
9418,Q02260,P11075,0
9419,Q02260,P38334,0
9420,Q02260,P53622,0
9421,Q02260,P40527,0
9422,P38210,Q05919,0
9423,P38210,P25386,0
9424,P38210,P39107,0
9425,P38210,P47064,0
9426,P34232,Q08484,0
9427,P34232,P22543,0
9428,P34232,P36149,0
